brand,url,sku,name,description,price,currency,scraped_at,terms,section,error
Zara,https://www.zara.com/us/en/leather-biker-jacket-p05833412.html,311297791-800-2,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,169,USD,"2024-02-19T08:50:13,211",jackets,MAN,
Zara,https://www.zara.com/us/en/cropped-leather-jacket-p02521104.html,323134418-800-3,CROPPED LEATHER JACKET,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,439,USD,"2024-02-19T08:50:13,771",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-leather-boxy-fit-jacket-p08281654.html,311297555-706-2,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,"99,9",USD,"2024-02-19T08:50:14,253",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-leather-jacket-p03427320.html,317012940-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,"99,9",USD,"2024-02-19T08:50:14,854",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html,311292672-800-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,"69,9",USD,"2024-02-19T08:50:15,387",jackets,MAN,
Zara,https://www.zara.com/us/en/denim-bomber-jacket-p00621400.html,321496837-400-3,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,129,USD,"2024-02-19T08:50:15,895",jackets,MAN,
Zara,https://www.zara.com/us/en/boucle-textured-jacket-p08491402.html,316205038-615-2,BOUCLÉ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,129,USD,"2024-02-19T08:50:16,580",jackets,MAN,
Zara,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307443.html,322972473-052-46,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,159,USD,"2024-02-19T08:50:17,154",jackets,MAN,
Zara,https://www.zara.com/us/en/jacquard-denim-jacket-p07627402.html,313845662-400-3,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,109,USD,"2024-02-19T08:50:17,639",jackets,MAN,
Zara,https://www.zara.com/us/en/padded-denim-jacket-p01538413.html,320264577-800-2,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,"89,9",USD,"2024-02-19T08:50:18,265",jackets,MAN,
Zara,https://www.zara.com/us/en/leather-jacket-p05479400.html,315529534-705-3,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,299,USD,"2024-02-19T08:50:18,814",jackets,MAN,
Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,320423517-800-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,"49,9",USD,"2024-02-19T08:50:19,405",jackets,MAN,
Zara,https://www.zara.com/us/en/suit-jacket-p04303266.html,328250627-251-46,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169,USD,"2024-02-19T08:50:19,899",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html,311309526-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,"69,9",USD,"2024-02-19T08:50:20,387",jackets,MAN,
Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html,311287528-811-2,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,"89,9",USD,"2024-02-19T08:50:20,941",jackets,MAN,
Zara,https://www.zara.com/us/en/stretch-pocket-overshirt-p07484478.html,342657802-914-2,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,"59,9",USD,"2024-02-19T08:50:21,681",jackets,MAN,
Zara,https://www.zara.com/us/en/rib-collar-jacket-p08281410.html,316207898-712-2,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,109,USD,"2024-02-19T08:50:22,197",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-leather-oversized-jacket-limited-edition-p07380310.html,321496761-800-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159,USD,"2024-02-19T08:50:22,753",jackets,MAN,
Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html,311307255-800-2,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,129,USD,"2024-02-19T08:50:23,449",jackets,MAN,
Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03833404.html,317129011-500-2,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,129,USD,"2024-02-19T08:50:23,929",jackets,MAN,
Zara,https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html,330274270-800-2,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,129,USD,"2024-02-19T08:50:24,492",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-leather-puffer-jacket-p03833302.html,311297855-800-2,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,109,USD,"2024-02-19T08:50:25,085",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p08281667.html,317782474-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,109,USD,"2024-02-19T08:50:26,109",jackets,MAN,
Zara,https://www.zara.com/us/en/bomber-jacket-p06318502.html,315758723-401-2,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,109,USD,"2024-02-19T08:50:27,369",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-suede-jacket-p08281652.html,311302863-800-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,"89,9",USD,"2024-02-19T08:50:28,014",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html,311282759-806-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,"69,9",USD,"2024-02-19T08:50:28,576",jackets,MAN,
Zara,https://www.zara.com/us/en/suede-jacket-p02521102.html,323134415-700-3,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,349,USD,"2024-02-19T08:50:29,498",jackets,MAN,
Zara,https://www.zara.com/us/en/wool-blend-jacket-with-pockets-p05854400.html,320600275-798-2,WOOL BLEND JACKET WITH POCKETS,"Jacket made of wool blend fabric with lightly padded interior. Lapel collar and long sleeves. Front patch pockets with flaps. Interior pocket. Cropped length. Ribbed elastic hem. Front hidden button closure.

Origins special collection.",169,USD,"2024-02-19T08:50:30,051",jackets,MAN,
Zara,https://www.zara.com/us/en/contrasting-collar-jacket-p01538369.html,312372582-526-2,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,"79,9",USD,"2024-02-19T08:50:30,900",jackets,MAN,
Zara,https://www.zara.com/us/en/textured-jacket-p04302457.html,321143726-712-2,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,"79,9",USD,"2024-02-19T08:50:31,435",jackets,MAN,
Zara,https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html,320220949-507-2,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,"89,9",USD,"2024-02-19T08:50:32,016",jackets,MAN,
Zara,https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html,312664937-514-2,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,129,USD,"2024-02-19T08:50:32,531",jackets,MAN,
Zara,https://www.zara.com/us/en/technical-jacket-with-pockets-p03286501.html,321143723-401-2,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,109,USD,"2024-02-19T08:50:33,139",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-leather-jacket-p08281345.html,311297763-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,"69,9",USD,"2024-02-19T08:50:33,725",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-suede-jacket-p03548689.html,311292194-731-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,"89,9",USD,"2024-02-19T08:50:34,381",jackets,MAN,
Zara,https://www.zara.com/us/en/ripped-denim-jacket-p01538470.html,335663355-406-2,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,"69,9",USD,"2024-02-19T08:50:35,011",jackets,MAN,
Zara,https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html,312363708-800-2,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,"89,9",USD,"2024-02-19T08:50:35,534",jackets,MAN,
Zara,https://www.zara.com/us/en/faux-suede-patch-jacket-p08281357.html,312320664-251-2,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,"89,9",USD,"2024-02-19T08:50:36,279",jackets,MAN,
Zara,https://www.zara.com/us/en/puffer-jacket-with-pouch-pocket-p00155401.html,311302445-445-97,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,"89,9",USD,"2024-02-19T08:50:37,263",jackets,MAN,
Zara,https://www.zara.com/us/en/bomber-jacket-p05039440.html,323216370-422-97,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,"89,9",USD,"2024-02-19T08:50:37,977",jackets,MAN,
Zara,https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html,317107014-707-2,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,"89,9",USD,"2024-02-19T08:50:38,675",jackets,MAN,
Zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,328594167-800-46,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,129,USD,"2024-02-19T08:50:39,147",jackets,MAN,
Zara,https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html,311309598-711-2,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,129,USD,"2024-02-19T08:50:39,689",jackets,MAN,
Zara,https://www.zara.com/us/en/lightweight-puffer-jacket-p04302520.html,267133943-711-2,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,"19,99",USD,"2024-02-19T08:50:40,214",jackets,MAN,
Zara,https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html,318265017-401-2,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,"89,9",USD,"2024-02-19T08:50:40,899",jackets,MAN,
Zara,https://www.zara.com/us/en/pocket-jacket-p06318507.html,322410604-401-2,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,129,USD,"2024-02-19T08:50:41,428",jackets,MAN,
Zara,https://www.zara.com/us/en/oversized-bomber-jacket-p08281311.html,324149982-982-2,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,"89,9",USD,"2024-02-19T08:50:41,944",jackets,MAN,
Zara,https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html,320531693-707-2,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,"79,9",USD,"2024-02-19T08:50:42,630",jackets,MAN,
Zara,https://www.zara.com/us/en/acid-wash-denim-jacket-p06688401.html,328279967-409-3,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,"89,9",USD,"2024-02-19T08:50:43,068",jackets,MAN,
Zara,https://www.zara.com/us/en/vintage-effect-leather-bomber-jacket-p02521300.html,320774184-800-97,VINTAGE EFFECT LEATHER BOMBER JACKET,,299,USD,"2024-02-19T08:50:43,544",jackets,MAN,
Zara,https://www.zara.com/us/en/textured-denim-jacket-limited-edition-p01538430.html,322972491-800-2,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,"89,9",USD,"2024-02-19T08:50:44,127",jackets,MAN,
Zara,https://www.zara.com/us/en/contrast-collar-puffer-jacket-p03046501.html,315936781-526-2,CONTRAST COLLAR PUFFER JACKET,"Jacket made of technical effect fabric with padded interior. Faux shearling lapel collar, long sleeves, and elastic cuffs. Welt pockets at hip. Rib trim. Front zip closure.",109,USD,"2024-02-19T08:50:44,583",jackets,MAN,
Zara,https://www.zara.com/us/en/wool-blend-jacket-p09621448.html,321501682-800-2,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109,USD,"2024-02-19T08:50:45,034",jackets,MAN,
Zara,https://www.zara.com/us/en/cotton---linen-blend-jacket-p00706103.html,328616906-712-2,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,109,USD,"2024-02-19T08:50:45,810",jackets,MAN,
Zara,https://www.zara.com/us/en/fleece-bomber-jacket-p08281405.html,311292541-802-2,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109,USD,"2024-02-19T08:50:46,259",jackets,MAN,
Zara,https://www.zara.com/us/en/leather-jacket-p02521105.html,329804963-716-3,LEATHER JACKET,"Cropped jacket made of leather treated to give it a wrinkle look.

Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Front zip closure.

Origins special collection.",439,USD,"2024-02-19T08:50:46,730",jackets,MAN,
Zara,https://www.zara.com/us/en/zippered-jacket-p04087418.html,319205114-807-2,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,"59,9",USD,"2024-02-19T08:50:47,254",jackets,MAN,
Zara,https://www.zara.com/us/en/washed-effect-bomber-jacket-p03918404.html,326488090-667-2,WASHED EFFECT BOMBER JACKET,"Technical fabric jacket with lightly padded interior that has undergone a special dyeing and washing process to give it a unique look. For this reason, the color may differ slightly from that seen in the photo.

Collar and long sleeves with ribbed elastic. Flap pockets at hip. Interior pocket. Rib elastic hem. Front zip closure.

Origins special collection.",139,USD,"2024-02-19T08:50:47,997",jackets,MAN,
Zara,https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html,328244979-064-48,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,189,USD,"2024-02-19T08:50:48,692",jackets,MAN,
Zara,https://www.zara.com/us/en/flannel-suit-jacket-p04385714.html,329801179-807-48,FLANNEL SUIT JACKET,"Regular fit blazer made of wool blend fabric.

Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and double welt pockets at hip. Interior pocket. Back vents. Front button closure.

Origins special collection.",189,USD,"2024-02-19T08:50:49,348",jackets,MAN,
Zara,https://www.zara.com/us/en/cotton-jacket-p00706301.html,276213846-500-2,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,"29,99",USD,"2024-02-19T08:50:49,941",jackets,MAN,
Zara,https://www.zara.com/us/en/relaxed-fit-denim-jacket-p09794410.html,323661384-400-2,RELAXED FIT DENIM JACKET,"Relaxed fit jacket made of unwashed denim. This gives it a rigid appearance for the first few times it is worn that will soften over time as it is used.

Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.","89,9",USD,"2024-02-19T08:50:50,495",jackets,MAN,
Zara,https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html,323050745-798-97,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,"89,9",USD,"2024-02-19T08:50:51,200",jackets,MAN,
Zara,https://www.zara.com/us/en/cropped-overshirt-p04432403.html,319166635-401-2,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,"69,9",USD,"2024-02-19T08:50:51,712",jackets,MAN,
Zara,https://www.zara.com/us/en/contrasting-patches-hooded-jacket-p03833400.html,311297489-800-2,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109,USD,"2024-02-19T08:50:52,206",jackets,MAN,
Zara,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html,311292073-709-2,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,109,USD,"2024-02-19T08:50:52,732",jackets,MAN,
Zara,https://www.zara.com/us/en/zippered-denim-jacket-p02553420.html,327778433-401-2,ZIPPERED DENIM JACKET,"Boxy fit jacket made of unwashed denim fabric. This gives it a rigid appearance for the first few times it is worn that will soften over time as it is used.

Lapel collar and long sleeves with buttoned cuffs. Front patch pockets with flaps. All-over contrasting topstitching details. Front zip closure.

Origins special collection.",109,USD,"2024-02-19T08:50:53,157",jackets,MAN,
Zara,https://www.zara.com/us/en/combination-knit-denim-cardigan-p09598426.html,317019373-200-3,COMBINATION KNIT DENIM CARDIGAN,"Cotton knit cardigan. Lapel collar and long sleeves. Flap detail at chest. Matching tonal denim trim. Washed effect. Front snap button closure.

The item has a unique look due to its special washing process. For this reason, the color may differ slightly from that seen in the photo.","79,9",USD,"2024-02-19T08:50:53,551",jackets,MAN,
Zara,https://www.zara.com/us/en/recco--locator-ski-jacket-ski-collection-p08073311.html,311282324-800-2,RECCO® LOCATOR SKI JACKET SKI COLLECTION,"Jacket made of windproof and water repellent technical fabric. Ergonomic design to allow freedom of movement.

- High collar chin protection. Helmet compatible hood.
- Long sleeves with adjustable cuffs with adhesive straps. Interior elastic cuffs with thumbholes.
- Underarm zippers for ventilation.
- Front pockets with waterproof zipper closure. Lift ticket pocket at sleeve.
- Multifunction interior pockets.
- Integrated RECCO® reflector: the RECCO® reflector is a small transponder without batteries that lets you be found by professional mountain rescue teams in case of an avalanche.
- Interior anti-snow skirt with silicone band that improves the garment’s fit.
- Printed logo detail.

Zara Athleticz.",159,USD,"2024-02-19T08:50:54,064",jackets,MAN,
Zara,https://www.zara.com/us/en/-p04310461.html,336378923-700-2,,,129,USD,"2024-02-19T08:50:54,476",jackets,MAN,
Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,311292572-401-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,"49,9",USD,"2024-02-19T08:50:54,927",jackets,MAN,
Zara,https://www.zara.com/us/en/wool-blend-jacket-p05854654.html,336821611-706-2,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,139,USD,"2024-02-19T08:50:55,456",jackets,MAN,
Zara,https://www.zara.com/us/en/technical-padded-jacket-p06518501.html,311307584-518-2,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,139,USD,"2024-02-19T08:50:55,898",jackets,MAN,
Zara,https://www.zara.com/us/en/mixed-collar-waxed-jacket-p06861405.html,321151893-609-2,MIXED COLLAR WAXED JACKET,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,139,USD,"2024-02-19T08:50:56,350",jackets,MAN,
